date,price
2013-05-10,138.1041107
2013-05-13,138.213974
2013-05-14,139.6423492
2013-05-15,140.3944397
2013-05-16,139.7352448
2013-05-17,141.0874481
2013-05-20,141.0789795
2013-05-21,141.2818298
2013-05-22,140.2338715
2013-05-23,139.8282013
2013-05-24,139.7098846
2013-05-28,140.5465393
2013-05-29,139.6338043
2013-05-30,140.149353
2013-05-31,138.1379395
2013-06-03,138.8985901
2013-06-04,138.230896
2013-06-05,136.2955627
2013-06-06,137.5294189
2013-06-07,139.2789001
2013-06-10,139.2789001
2013-06-11,137.8421326
2013-06-12,136.7011871
2013-06-13,138.7802582
2013-06-14,137.9097443
2013-06-17,138.9746094
2013-06-18,140.0733185
2013-06-19,138.1379395
2013-06-20,134.7151031
2013-06-21,135.1475677
2013-06-24,133.4398193
2013-06-25,134.7227936
2013-06-26,136.0566406
2013-06-27,136.8552856
2013-06-28,136.2945251
2013-07-01,137.0931854
2013-07-02,136.965744
2013-07-03,137.025238
2013-07-05,138.5034943
2013-07-08,139.2936401
2013-07-09,140.2962036
2013-07-10,140.3471985
2013-07-11,142.2588196
2013-07-12,142.3182831
2013-07-15,142.8620453
2013-07-16,142.3267822
2013-07-17,142.6921082
2013-07-18,143.4737396
2013-07-19,143.7286377
2013-07-22,144.0090027
2013-07-23,143.703125
2013-07-24,143.1764069
2013-07-25,143.5247192
2013-07-26,143.6776276
2013-07-29,143.2358551
2013-07-30,143.2358551
2013-07-31,143.3378143
2013-08-01,144.9945526
2013-08-02,145.2409668
2013-08-05,145.0285187
2013-08-06,144.204422
2013-08-07,143.7371063
2013-08-08,144.263916
2013-08-09,143.8476105
2013-08-12,143.6776276
2013-08-13,144.1024628
2013-08-14,143.3632965
2013-08-15,141.3582153
2013-08-16,140.8909607
2013-08-19,139.9903259
2013-08-20,140.6785583
2013-08-21,139.8119354
2013-08-22,141.0863647
2013-08-23,141.5621643
2013-08-26,141.0354004
2013-08-27,138.766922
2013-08-28,139.2596588
2013-08-29,139.4805756
2013-08-30,139.0387878
2013-09-03,139.6674957
2013-09-04,140.8229523
2013-09-05,141.0014038
2013-09-06,141.0693359
2013-09-09,142.4202881
2013-09-10,143.4737396
2013-09-11,143.9240265
2013-09-12,143.541687
2013-09-13,143.8645782
2013-09-16,144.6971741
2013-09-17,145.3429413
2013-09-18,147.0251465
2013-09-19,146.7787476
2013-09-20,145.7525482
2013-09-23,145.078064
2013-09-24,144.7365723
2013-09-25,144.3182526
2013-09-26,144.8731689
2013-09-27,144.2072449
2013-09-30,143.4389038
2013-10-01,144.5743561
2013-10-02,144.4377289
2013-10-03,143.1059265
2013-10-04,144.1902008
2013-10-07,142.9436493
2013-10-08,141.2788849
2013-10-09,141.3813477
2013-10-10,144.4292145
2013-10-11,145.3597717
2013-10-14,145.9403381
2013-10-15,144.8817444
2013-10-16,146.9051208
2013-10-17,147.8868866
2013-10-18,148.885788
2013-10-21,148.8943329
2013-10-22,149.7566681
2013-10-23,149.0394745
2013-10-24,149.5346375
2013-10-25,150.2176971
2013-10-28,150.4567261
2013-10-29,151.2592316
2013-10-30,150.5079193
2013-10-31,150.0810089
2013-11-01,150.4396515
2013-11-04,150.9689636
2013-11-05,150.4908752
2013-11-06,151.2592316
2013-11-07,149.3468323
2013-11-08,151.3616943
2013-11-11,151.3873291
2013-11-12,151.0799866
2013-11-13,152.2922974
2013-11-14,153.0521545
2013-11-15,153.7180634
2013-11-18,153.1801453
2013-11-19,152.8471985
2013-11-20,152.3691406
2013-11-21,153.5985413
2013-11-22,154.3668671
2013-11-25,154.2132568
2013-11-26,154.2558746
2013-11-27,154.631546
2013-11-29,154.5291138
2013-12-02,154.1278534
2013-12-03,153.4618835
2013-12-04,153.4448242
2013-12-05,152.7704315
2013-12-06,154.4778595
2013-12-09,154.8706207
2013-12-10,154.3156738
2013-12-11,152.5825653
2013-12-12,152.0788422
2013-12-13,152.0617676
2013-12-16,153.0094604
2013-12-17,152.5227661
2013-12-18,155.1267395
2013-12-19,154.947464
2013-12-20,155.8487396
2013-12-23,156.681366
2013-12-24,157.0246735
2013-12-26,157.8230743
2013-12-27,157.8144989
2013-12-30,157.7887268
2013-12-31,158.5355072
2014-01-02,157.0161743
2014-01-03,156.9904175
2014-01-06,156.5354462
2014-01-07,157.4968567
2014-01-08,157.5312347
2014-01-09,157.634201
2014-01-10,158.0634003
2014-01-13,155.9602814
2014-01-14,157.6599274
2014-01-15,158.5097809
2014-01-16,158.3037415
2014-01-17,157.634201
2014-01-21,158.097702
2014-01-22,158.2007141
2014-01-23,156.9045715
2014-01-24,153.5568542
2014-01-27,152.8014374
2014-01-28,153.71138
2014-01-29,152.2349548
2014-01-30,153.8486633
2014-01-31,152.9473877
2014-02-03,149.5053101
2014-02-04,150.5524902
2014-02-05,150.3636169
2014-02-06,152.3465271
2014-02-07,154.2349548
2014-02-10,154.5181885
2014-02-11,156.209259
2014-02-12,156.2865295
2014-02-13,157.0934448
2014-02-14,157.9603729
2014-02-18,158.1492157
2014-02-19,157.102005
2014-02-20,158.0290833
2014-02-21,157.8488312
2014-02-24,158.7243805
